MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,PLAYER_NAME
@SAC,L,4,1,1,1.0,1,1,1.0,0,0,0.0,0,2,2,0,0,0,0,0,3,-1,Jay Huff
POR,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,2,Jay Huff
@NYK,L,5,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0,0,0,0,0,2,3,-3,Jay Huff
NOP,W,2,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,-6,Jay Huff
@UTA,L,6,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,1,0,0,1,1,2,12,Jay Huff
DET,W,2,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-6,Jay Huff
@LAC,W,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Jay Huff
SAS,W,2,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,-4,Jay Huff
@LAL,W,35,8,16,0.5,1,4,0.25,1,1,1.0,5,4,9,5,1,0,1,2,18,10,Aaron Gordon
MIA,W,37,5,8,0.625,0,0,0.0,6,6,1.0,2,7,9,3,3,1,4,2,16,-2,Aaron Gordon
SAC,W,24,7,8,0.875,0,1,0.0,3,4,0.75,1,5,6,6,0,0,0,0,17,40,Aaron Gordon
@GSW,W,33,7,10,0.7,0,3,0.0,3,5,0.6,2,4,6,2,3,1,2,4,17,21,Aaron Gordon
@POR,W,28,4,5,0.8,0,1,0.0,0,2,0.0,0,2,2,7,2,1,3,1,8,23,Aaron Gordon
WAS,W,21,7,12,0.583,0,2,0.0,3,3,1.0,0,2,2,4,1,0,3,4,17,20,Aaron Gordon
SAC,L,33,8,15,0.533,1,2,0.5,8,8,1.0,3,12,15,2,0,0,4,0,25,1,Aaron Gordon
@MIL,L,28,6,11,0.545,2,4,0.5,0,0,0.0,1,6,7,2,1,2,1,2,14,1,Aaron Gordon
@SAC,L,27,5,8,0.625,1,2,0.5,3,6,0.5,2,1,3,2,0,1,2,0,14,-28,Aaron Gordon
@LAL,W,32,5,8,0.625,0,2,0.0,1,2,0.5,0,4,4,3,2,1,1,1,11,18,Aaron Gordon
POR,W,30,4,8,0.5,0,1,0.0,4,4,1.0,3,4,7,2,0,0,0,3,12,-3,Aaron Gordon
POR,W,28,7,9,0.778,1,1,1.0,3,3,1.0,2,2,4,5,0,0,3,4,18,20,Aaron Gordon
@OKC,L,39,7,16,0.438,1,3,0.333,1,6,0.167,4,9,13,7,1,4,1,2,16,7,Aaron Gordon
MIL,W,25,2,6,0.333,1,2,0.5,3,4,0.75,2,4,6,2,0,1,2,6,8,-9,Aaron Gordon
PHI,W,31,6,8,0.75,2,3,0.667,4,6,0.667,2,2,4,2,1,0,1,1,18,6,Aaron Gordon
@NYK,L,30,5,10,0.5,0,1,0.0,2,2,1.0,1,4,5,2,1,0,1,2,12,-28,Aaron Gordon
@IND,W,32,3,5,0.6,0,1,0.0,3,3,1.0,0,1,1,1,0,2,0,3,9,5,Aaron Gordon
@WAS,W,31,4,10,0.4,0,0,0.0,3,7,0.429,3,7,10,2,1,3,1,0,11,12,Aaron Gordon
@BOS,W,42,0,6,0.0,0,3,0.0,2,3,0.667,2,8,10,3,0,1,1,3,2,1,Aaron Gordon
@PHI,L,39,7,11,0.636,0,1,0.0,2,6,0.333,3,3,6,4,0,0,2,5,16,0,Aaron Gordon
IND,W,37,7,10,0.7,0,1,0.0,6,8,0.75,1,9,10,3,0,0,2,0,20,17,Aaron Gordon
NOP,W,31,7,12,0.583,0,2,0.0,1,3,0.333,3,2,5,2,0,0,2,2,15,9,Aaron Gordon
@UTA,L,29,5,6,0.833,2,2,1.0,0,0,0.0,2,3,5,4,1,0,2,4,12,-20,Aaron Gordon
DET,W,20,3,4,0.75,0,0,0.0,2,2,1.0,1,0,1,1,1,0,0,0,8,10,Aaron Gordon
ORL,L,36,5,8,0.625,2,4,0.5,4,5,0.8,3,5,8,3,0,0,1,4,16,-4,Aaron Gordon
@GSW,W,35,11,17,0.647,2,4,0.5,6,7,0.857,5,4,9,2,0,1,0,2,30,6,Aaron Gordon
CHA,W,25,4,5,0.8,1,1,1.0,1,2,0.5,1,1,2,0,1,1,0,0,10,29,Aaron Gordon
GSW,W,32,7,10,0.7,1,4,0.25,1,4,0.25,4,6,10,3,1,0,2,2,16,13,Aaron Gordon
@CHA,W,32,5,11,0.455,0,0,0.0,4,5,0.8,2,0,2,1,1,1,2,1,14,12,Aaron Gordon
@BKN,W,32,5,6,0.833,0,0,0.0,8,9,0.889,2,3,5,2,1,0,1,1,18,19,Aaron Gordon
@TOR,W,30,6,9,0.667,0,1,0.0,0,0,0.0,3,2,5,2,0,0,1,1,12,14,Aaron Gordon
DAL,W,24,7,9,0.778,2,3,0.667,5,6,0.833,1,4,5,5,1,0,0,1,21,18,Aaron Gordon
OKC,L,33,5,10,0.5,0,0,0.0,6,7,0.857,6,3,9,5,2,0,0,2,16,-7,Aaron Gordon
BKN,W,24,6,9,0.667,0,1,0.0,1,1,1.0,0,3,3,2,1,1,2,0,13,16,Aaron Gordon
@CHI,W,32,6,13,0.462,1,2,0.5,1,2,0.5,5,2,7,6,0,0,0,1,14,8,Aaron Gordon
@ATL,W,29,7,10,0.7,0,0,0.0,4,5,0.8,7,5,12,1,0,0,2,2,18,9,Aaron Gordon
HOU,L,22,1,5,0.2,0,2,0.0,1,5,0.2,1,5,6,3,0,0,1,1,3,-12,Aaron Gordon
@LAC,L,31,4,9,0.444,0,0,0.0,0,0,0.0,2,4,6,2,2,0,0,2,8,6,Aaron Gordon
@SAC,L,33,8,13,0.615,1,3,0.333,0,0,0.0,4,3,7,3,0,1,1,1,17,-11,Aaron Gordon
@HOU,L,39,0,12,0.0,0,4,0.0,2,4,0.5,3,4,7,2,0,0,1,1,2,-9,Aaron Gordon
@ORL,L,37,7,16,0.438,1,3,0.333,0,2,0.0,7,3,10,1,2,0,2,3,15,4,Aaron Gordon
@DET,W,37,4,11,0.364,0,1,0.0,3,4,0.75,5,4,9,7,1,0,2,1,11,-2,Aaron Gordon
@CLE,L,32,4,11,0.364,0,2,0.0,3,6,0.5,2,2,4,5,1,2,1,2,11,-18,Aaron Gordon
@NOP,L,39,7,14,0.5,0,4,0.0,0,3,0.0,1,7,8,2,1,0,0,4,14,1,Aaron Gordon
LAC,W,39,8,12,0.667,1,2,0.5,3,3,1.0,1,4,5,5,0,0,3,1,20,2,Aaron Gordon
@HOU,L,39,6,10,0.6,1,2,0.5,3,6,0.5,1,7,8,5,0,2,2,2,16,8,Aaron Gordon
GSW,W,34,5,14,0.357,1,2,0.5,3,4,0.75,4,7,11,3,3,1,2,2,14,12,Aaron Gordon
NOP,W,36,7,11,0.636,0,2,0.0,1,2,0.5,5,7,12,6,0,1,2,1,15,8,Aaron Gordon
CHI,W,35,4,9,0.444,1,3,0.333,6,8,0.75,3,9,12,5,2,1,3,2,15,26,Aaron Gordon
DAL,W,35,8,17,0.471,2,6,0.333,0,0,0.0,2,6,8,6,2,1,4,2,18,22,Aaron Gordon
@MIN,L,18,2,3,0.667,0,1,0.0,0,0,0.0,1,1,2,2,0,1,2,4,4,-13,Aaron Gordon
UTA,W,33,10,12,0.833,0,0,0.0,1,4,0.25,3,4,7,2,0,0,3,2,21,8,Aaron Gordon
@OKC,W,23,4,7,0.571,0,1,0.0,1,3,0.333,1,2,3,2,1,3,1,1,9,22,Aaron Gordon
@MEM,W,30,5,11,0.455,0,1,0.0,0,1,0.0,1,1,2,3,3,1,1,3,10,8,Aaron Gordon
LAL,W,35,7,11,0.636,1,2,0.5,0,0,0.0,2,5,7,5,2,1,0,0,15,6,Aaron Gordon
