MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,PLAYER_NAME
@LAL,L,30,6,16,0.375,2,8,0.25,1,1,1.0,1,1,2,0,0,0,2,2,15,-27,Eric Gordon
@GSW,W,32,4,16,0.25,2,9,0.222,0,0,0.0,1,3,4,1,1,1,1,2,10,6,Eric Gordon
@DAL,L,17,3,5,0.6,3,5,0.6,0,0,0.0,0,5,5,0,1,0,0,0,9,2,Ish Wainright
@PHX,L,12,2,5,0.4,2,4,0.5,2,2,1.0,0,1,1,0,0,1,1,2,8,3,Ish Wainright
SAS,L,6,0,5,0.0,0,4,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-1,Ish Wainright
SAC,W,2,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-2,Ish Wainright
@GSW,L,4,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,0,0,0,0,1,3,-1,Ish Wainright
CLE,L,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Ish Wainright
@UTA,L,3,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,0,0,1,0,-1,Ish Wainright
LAL,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,Nassir Little
@DAL,L,6,1,2,0.5,1,1,1.0,0,0,0.0,0,1,1,0,0,0,0,1,3,0,Nassir Little
DET,W,10,0,3,0.0,0,1,0.0,0,0,0.0,0,3,3,0,0,0,0,1,0,-11,Nassir Little
SAC,W,10,1,3,0.333,1,2,0.5,0,0,0.0,0,2,2,0,0,1,1,0,3,0,Nassir Little
UTA,W,16,1,2,0.5,1,2,0.5,0,0,0.0,0,3,3,1,0,1,0,4,3,4,Nassir Little
@WAS,W,8,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,2,0,0,0,0,0,-1,Nassir Little
@BKN,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Nassir Little
@ORL,L,2,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,1,Nassir Little
@DAL,W,4,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,Nassir Little
@NOP,W,4,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-10,Nassir Little
@LAL,W,4,1,1,1.0,0,0,0.0,1,1,1.0,0,0,0,0,0,0,1,0,3,-5,Nassir Little
@HOU,W,16,3,6,0.5,0,3,0.0,1,1,1.0,0,6,6,0,0,0,1,1,7,2,Nassir Little
DAL,L,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-6,Nassir Little
@SAC,L,16,3,8,0.375,0,3,0.0,0,0,0.0,0,0,0,0,1,0,1,3,6,0,Nassir Little
@POR,L,19,1,2,0.5,1,1,1.0,1,2,0.5,0,2,2,0,0,0,0,1,4,-12,Nassir Little
WAS,W,23,2,3,0.667,1,2,0.5,0,0,0.0,2,5,7,1,0,0,1,2,5,-9,Nassir Little
NYK,L,26,2,5,0.4,1,3,0.333,0,0,0.0,2,2,4,1,0,0,0,2,5,-5,Nassir Little
BKN,L,27,4,7,0.571,2,5,0.4,0,0,0.0,2,5,7,3,0,0,2,2,10,13,Nassir Little
SAC,L,4,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-1,Nassir Little
@LAL,L,14,2,4,0.5,1,1,1.0,0,0,0.0,1,1,2,2,0,0,1,1,5,-11,Nassir Little
MEM,W,15,1,5,0.2,0,2,0.0,2,2,1.0,1,1,2,2,0,0,1,0,4,-1,Nassir Little
DEN,L,19,1,1,1.0,0,0,0.0,0,0,0.0,0,2,2,0,0,1,0,0,2,-6,Nassir Little
@NYK,W,20,4,9,0.444,3,6,0.5,0,0,0.0,0,2,2,0,0,2,1,1,11,-15,Nassir Little
@MEM,W,16,0,1,0.0,0,1,0.0,2,2,1.0,0,4,4,0,1,0,1,2,2,1,Nassir Little
GSW,W,27,4,9,0.444,0,3,0.0,2,2,1.0,1,4,5,3,2,0,0,1,10,-9,Nassir Little
POR,W,22,4,6,0.667,1,3,0.333,4,4,1.0,2,3,5,0,1,1,0,1,13,2,Nassir Little
@UTA,W,20,4,7,0.571,2,5,0.4,0,2,0.0,2,1,3,2,0,3,0,4,10,2,Nassir Little
@UTA,W,11,2,3,0.667,1,2,0.5,0,0,0.0,0,1,1,1,0,0,0,0,5,8,Nassir Little
MIN,W,4,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,-3,Nassir Little
@PHI,L,4,0,0,0.0,0,0,0.0,2,2,1.0,1,0,1,0,0,0,0,0,2,3,Nassir Little
SAS,L,18,2,3,0.667,2,2,1.0,0,0,0.0,0,2,2,1,2,0,1,5,6,2,Nassir Little
UTA,W,21,3,8,0.375,0,5,0.0,0,0,0.0,0,1,1,0,1,0,0,2,6,-1,Nassir Little
@LAL,L,13,0,2,0.0,0,2,0.0,2,2,1.0,0,2,2,0,1,1,1,0,2,-9,Nassir Little
@GSW,W,3,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,0,1,0,0,1,3,-3,Nassir Little
DET,W,4,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,0,0,-10,Udoka Azubuike
UTA,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Udoka Azubuike
@ORL,L,11,1,3,0.333,0,0,0.0,0,2,0.0,2,4,6,0,0,0,0,1,2,-3,Udoka Azubuike
@NOP,W,12,1,1,1.0,0,0,0.0,1,2,0.5,0,1,1,1,0,0,1,3,3,-13,Udoka Azubuike
@LAL,W,5,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,2,2,-6,Udoka Azubuike
LAC,L,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3,Udoka Azubuike
POR,W,4,0,2,0.0,0,0,0.0,0,2,0.0,0,2,2,0,0,0,0,0,0,-2,Udoka Azubuike
ORL,W,8,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,1,1,1,0,-13,Udoka Azubuike
CHA,W,6,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,2,1,1,0,3,Udoka Azubuike
@HOU,W,19,5,7,0.714,0,0,0.0,1,3,0.333,3,2,5,0,0,2,0,4,11,15,Udoka Azubuike
DAL,L,4,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,2,Udoka Azubuike
@SAC,L,22,5,5,1.0,0,0,0.0,1,2,0.5,5,6,11,2,0,1,1,4,11,1,Udoka Azubuike
@DET,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,-5,Udoka Azubuike
UTA,W,6,1,1,1.0,0,0,0.0,0,0,0.0,0,3,3,0,0,0,0,0,2,-4,Udoka Azubuike
OKC,L,36,6,15,0.4,2,4,0.5,6,6,1.0,0,4,4,3,1,1,5,2,20,-9,Kevin Durant
HOU,L,39,12,19,0.632,1,4,0.25,5,8,0.625,2,7,9,2,0,3,6,1,30,-5,Kevin Durant
HOU,W,40,8,19,0.421,1,3,0.333,7,10,0.7,2,5,7,6,0,0,3,1,24,2,Kevin Durant
LAL,W,39,7,20,0.35,2,8,0.25,6,6,1.0,1,4,5,7,0,2,3,2,22,2,Kevin Durant
@HOU,L,38,10,22,0.455,1,7,0.143,7,10,0.7,0,11,11,8,1,2,2,3,28,5,Kevin Durant
@DAL,L,40,9,22,0.409,2,8,0.25,3,5,0.6,0,6,6,1,1,1,5,3,23,-4,Kevin Durant
DET,W,30,8,13,0.615,1,3,0.333,8,8,1.0,1,5,6,6,1,2,5,2,25,23,Kevin Durant
SAC,W,38,11,17,0.647,2,5,0.4,4,6,0.667,2,9,11,4,1,0,3,2,28,8,Kevin Durant
@GSW,L,39,10,25,0.4,2,8,0.25,2,2,1.0,1,9,10,7,1,2,6,0,24,0,Kevin Durant
UTA,W,35,14,23,0.609,2,6,0.333,1,1,1.0,0,8,8,7,3,2,3,1,31,17,Kevin Durant
MIL,W,39,11,21,0.524,1,5,0.2,5,7,0.714,0,10,10,1,1,2,5,3,28,8,Kevin Durant
@WAS,W,26,7,9,0.778,3,3,1.0,1,2,0.5,0,4,4,3,2,1,1,0,18,18,Kevin Durant
@ATL,L,38,14,24,0.583,5,9,0.556,2,2,1.0,1,7,8,8,2,1,4,3,35,-1,Kevin Durant
@BKN,W,38,10,16,0.625,2,6,0.333,11,12,0.917,0,5,5,8,0,2,3,1,33,20,Kevin Durant
@MIA,W,42,8,15,0.533,2,5,0.4,2,2,1.0,2,6,8,7,1,2,1,0,20,6,Kevin Durant
@ORL,L,37,7,12,0.583,1,3,0.333,0,0,0.0,0,4,4,5,0,1,7,3,15,-25,Kevin Durant
@IND,L,39,9,15,0.6,2,4,0.5,0,0,0.0,1,6,7,6,1,1,2,1,20,-9,Kevin Durant
@DAL,W,38,4,10,0.4,0,4,0.0,4,7,0.571,0,10,10,7,1,2,1,4,12,19,Kevin Durant
CHI,W,41,16,32,0.5,6,15,0.4,5,6,0.833,1,5,6,8,1,2,1,2,43,3,Kevin Durant
IND,W,40,18,25,0.72,4,7,0.571,0,0,0.0,1,8,9,2,0,3,2,4,40,7,Kevin Durant
@NOP,W,35,11,19,0.579,3,8,0.375,1,1,1.0,1,4,5,2,2,2,1,1,26,25,Kevin Durant
SAC,W,39,7,16,0.438,4,8,0.5,9,9,1.0,1,4,5,4,0,2,7,3,27,-4,Kevin Durant
@POR,W,38,8,16,0.5,2,5,0.4,3,3,1.0,1,4,5,6,0,0,3,4,21,0,Kevin Durant
@LAL,W,32,7,12,0.583,2,5,0.4,2,2,1.0,0,5,5,5,3,1,1,0,18,15,Kevin Durant
@LAC,L,35,10,17,0.588,3,6,0.5,7,8,0.875,0,7,7,2,0,1,3,2,30,-14,Kevin Durant
MEM,L,36,11,23,0.478,0,1,0.0,1,1,1.0,2,8,10,5,0,1,1,1,23,-7,Kevin Durant
ORL,W,39,12,21,0.571,2,5,0.4,5,5,1.0,0,5,5,5,3,1,0,1,31,9,Kevin Durant
CHA,W,39,8,11,0.727,3,3,1.0,2,2,1.0,1,3,4,11,1,3,1,2,21,10,Kevin Durant
@HOU,W,41,9,16,0.563,3,7,0.429,6,8,0.75,0,10,10,16,2,1,3,2,27,17,Kevin Durant
DAL,L,43,4,11,0.364,1,3,0.333,7,7,1.0,1,7,8,7,0,1,6,2,16,-5,Kevin Durant
@SAC,L,34,9,14,0.643,2,3,0.667,8,9,0.889,0,7,7,2,1,0,7,0,28,-14,Kevin Durant
@POR,L,38,16,28,0.571,1,3,0.333,7,8,0.875,0,4,4,5,2,0,5,1,40,8,Kevin Durant
WAS,W,35,11,24,0.458,0,2,0.0,6,9,0.667,3,2,5,5,1,1,2,1,28,-2,Kevin Durant
NYK,L,36,10,21,0.476,4,9,0.444,5,7,0.714,0,3,3,6,0,0,0,1,29,-7,Kevin Durant
BKN,L,38,9,18,0.5,1,5,0.2,8,10,0.8,1,5,6,4,1,2,2,3,27,0,Kevin Durant
@LAL,L,39,12,17,0.706,4,7,0.571,3,4,0.75,0,7,7,4,0,1,5,5,31,6,Kevin Durant
MEM,W,33,10,14,0.714,2,3,0.667,5,7,0.714,0,2,2,5,1,1,2,1,27,8,Kevin Durant
DEN,L,36,8,25,0.32,1,3,0.333,13,13,1.0,0,4,4,11,1,3,1,2,30,-6,Kevin Durant
@TOR,L,36,11,30,0.367,2,8,0.25,6,6,1.0,0,4,4,6,1,0,1,1,30,-1,Kevin Durant
GSW,W,34,7,14,0.5,3,4,0.75,15,15,1.0,0,8,8,2,0,2,6,2,32,5,Kevin Durant
POR,W,37,13,21,0.619,2,2,1.0,3,3,1.0,0,4,4,9,0,1,3,4,31,20,Kevin Durant
@UTA,W,46,14,27,0.519,4,9,0.444,7,7,1.0,0,8,8,10,2,2,7,2,39,4,Kevin Durant
@UTA,W,33,15,22,0.682,6,8,0.75,2,2,1.0,0,9,9,9,0,0,1,1,38,-8,Kevin Durant
MIN,W,35,11,15,0.733,2,2,1.0,7,7,1.0,0,6,6,6,0,1,2,3,31,27,Kevin Durant
OKC,L,36,7,18,0.389,3,5,0.6,11,11,1.0,0,9,9,4,1,2,3,1,28,-13,Kevin Durant
LAL,L,39,13,27,0.481,4,6,0.667,8,10,0.8,1,8,9,5,0,0,4,4,38,8,Kevin Durant
@CHI,W,42,7,16,0.438,2,5,0.4,9,9,1.0,1,6,7,9,2,1,6,2,25,5,Kevin Durant
@DET,W,35,14,27,0.519,1,3,0.333,12,12,1.0,0,4,4,5,1,2,3,1,41,7,Kevin Durant
@PHI,L,36,9,20,0.45,1,4,0.25,12,14,0.857,1,7,8,3,1,2,5,1,31,-13,Kevin Durant
SAS,L,37,10,15,0.667,3,5,0.6,5,9,0.556,0,6,6,1,0,2,3,3,28,-17,Kevin Durant
SAS,L,37,12,19,0.632,1,3,0.333,1,2,0.5,0,2,2,7,2,0,5,0,26,3,Kevin Durant
UTA,W,29,8,11,0.727,1,4,0.25,9,9,1.0,0,4,4,7,1,1,2,1,26,30,Kevin Durant
@LAL,L,39,14,28,0.5,1,5,0.2,10,13,0.769,0,11,11,2,1,1,8,2,39,18,Kevin Durant
@GSW,W,37,7,22,0.318,1,2,0.5,3,5,0.6,2,9,11,3,0,1,2,1,18,0,Kevin Durant
OKC,L,16,2,6,0.333,1,3,0.333,0,0,0.0,0,2,2,2,0,0,0,3,5,-3,Saben Lee
HOU,L,7,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0,1,0,0,0,1,1,-1,Saben Lee
HOU,W,8,1,2,0.5,0,0,0.0,2,2,1.0,1,0,1,2,0,0,0,0,4,3,Saben Lee
LAL,W,9,1,3,0.333,1,2,0.5,2,2,1.0,1,2,3,2,0,0,0,0,5,8,Saben Lee
@DAL,L,6,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,2,0,0,0,0,0,10,Saben Lee
DET,W,24,4,9,0.444,0,3,0.0,8,12,0.667,0,6,6,2,4,0,2,0,16,3,Saben Lee
UTA,W,1,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Saben Lee
CHI,W,6,1,2,0.5,0,1,0.0,0,0,0.0,0,2,2,1,0,0,1,0,2,2,Saben Lee
@LAC,L,5,0,1,0.0,0,0,0.0,2,2,1.0,1,0,1,0,0,0,1,0,2,-3,Saben Lee
MEM,L,4,0,0,0.0,0,0,0.0,1,2,0.5,1,0,1,0,0,1,0,1,1,-8,Saben Lee
MIA,W,2,0,0,0.0,0,0,0.0,0,2,0.0,0,0,0,0,1,0,0,0,0,-5,Saben Lee
CHA,W,14,0,1,0.0,0,0,0.0,1,2,0.5,0,0,0,3,1,0,0,1,1,11,Saben Lee
@HOU,W,12,2,2,1.0,0,0,0.0,5,5,1.0,0,2,2,1,0,0,2,1,9,3,Saben Lee
@SAC,L,20,2,8,0.25,0,3,0.0,2,2,1.0,1,2,3,4,1,1,1,2,6,11,Saben Lee
SAC,L,1,1,1,1.0,0,0,0.0,2,2,1.0,0,0,0,0,0,0,0,0,4,4,Saben Lee
@DET,W,3,2,3,0.667,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,4,-5,Saben Lee
@PHI,L,4,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,1,0,0,0,1,0,3,Saben Lee
UTA,W,4,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,2,0,1,0,0,2,-4,Saben Lee
